"Екатеринбург - Курган - Екатеринбург,732 км,""{Екатеринбург,Курган,Екатеринбург}"",732"
"Екатеринбург - Нижний Тагил - Екатеринбург,282 км,""{Екатеринбург,Нижний Тагил,Екатеринбург}"",282"
"Екатеринбург - Нижний Тагил - Верхняя Салда - Екатеринбург,357 км,""{Екатеринбург,Нижний Тагил,Верхняя Салда,Екатеринбург}"",357"
"Екатеринбург - Нижний Тагил - Верхняя Салда - Верхняя Синячиха - Алапаевск - Артемовский - Буланаш - Екатеринбург,491 км,""{Екатеринбург,Нижний Тагил,Верхняя Салда,Верхняя Синячиха,Алапаевск,Артемовский,Буланаш,Екатеринбург}"",491"
"Екатеринбург - Нижний Тагил - Верхняя Салда - Нижняя Салда - Екатеринбург,380 км,""{Екатеринбург,Нижний Тагил,Верхняя Салда,Нижняя Салда,Екатеринбург}"",380"
"Екатеринбург - Первоуральск - Екатеринбург,90 км,""{Екатеринбург,Первоуральск,Екатеринбург}"",90"
"Екатеринбург - Первоуральск - Билимбай - Дегтярск - Екатеринбург,161 км,""{Екатеринбург,Первоуральск,Билимбай,Дегтярск,Екатеринбург}"",161"
"Екатеринбург - Первоуральск - Билимбай - Новоуткинск - Екатеринбург,156 км,""{Екатеринбург,Первоуральск,Билимбай,Новоуткинск,Екатеринбург}"",156"
"Екатеринбург - Первоуральск - Билимбай - Новоуткинск - Ревда - Екатеринбург,178 км,""{Екатеринбург,Первоуральск,Билимбай,Новоуткинск,Ревда,Екатеринбург}"",178"
"Екатеринбург - Первоуральск - Билимбай - Ревда - Екатеринбург,143 км,""{Екатеринбург,Первоуральск,Билимбай,Ревда,Екатеринбург}"",143"
"Екатеринбург - Первоуральск - Билимбай - Ревда - Дегтярск - Екатеринбург,172 км,""{Екатеринбург,Первоуральск,Билимбай,Ревда,Дегтярск,Екатеринбург}"",172"
"Екатеринбург - Первоуральск - Билимбай - Шаля - Екатеринбург,333 км,""{Екатеринбург,Первоуральск,Билимбай,Шаля,Екатеринбург}"",333"
"Екатеринбург - Первоуральск - Шаля - Екатеринбург,332 км,""{Екатеринбург,Первоуральск,Шаля,Екатеринбург}"",332"
"Екатеринбург - Пермь - Екатеринбург,722 км,""{Екатеринбург,Пермь,Екатеринбург}"",722"
"Екатеринбург - Полевской - Екатеринбург,118 км,""{Екатеринбург,Полевской,Екатеринбург}"",118"
"Екатеринбург - Ревда - Екатеринбург,100 км,""{Екатеринбург,Ревда,Екатеринбург}"",100"
"Екатеринбург - Ревда - Полевской - Екатеринбург,175 км,""{Екатеринбург,Ревда,Полевской,Екатеринбург}"",175"
"Екатеринбург - Реж - Екатеринбург,166 км,""{Екатеринбург,Реж,Екатеринбург}"",166"
"Екатеринбург - Реж - Алапаевск - Верхняя Синячиха - Артемовский - Екатеринбург,370 км,""{Екатеринбург,Реж,Алапаевск,Верхняя Синячиха,Артемовский,Екатеринбург}"",370"
"Екатеринбург - Реж - Алапаевск - Верхняя Синячиха - Артемовский - Буланаш - Екатеринбург,395 км,""{Екатеринбург,Реж,Алапаевск,Верхняя Синячиха,Артемовский,Буланаш,Екатеринбург}"",395"
"Екатеринбург - Самара - Саратов - Екатеринбург,2827 км,""{Екатеринбург,Самара,Саратов,Екатеринбург}"",2827"
"Екатеринбург - Сысерть - Екатеринбург,94 км,""{Екатеринбург,Сысерть,Екатеринбург}"",94"
"Екатеринбург - Сысерть - Арамиль - Екатеринбург,98 км,""{Екатеринбург,Сысерть,Арамиль,Екатеринбург}"",98"
"Екатеринбург - Тюмень - Екатеринбург,650 км,""{Екатеринбург,Тюмень,Екатеринбург}"",650"
"Екатеринбург - Уфа - Екатеринбург,1088 км,""{Екатеринбург,Уфа,Екатеринбург}"",1088"
"Екатеринбург - Уфа - Казань - Ижевск - Пермь - Екатеринбург,2075 км,""{Екатеринбург,Уфа,Казань,Ижевск,Пермь,Екатеринбург}"",2075"
"Екатеринбург - Уфа - Оренбург - Екатеринбург,1815 км,""{Екатеринбург,Уфа,Оренбург,Екатеринбург}"",1815"
"Екатеринбург - Уфа - Самара - Пенза - Екатеринбург,2787 км,""{Екатеринбург,Уфа,Самара,Пенза,Екатеринбург}"",2787"
"Екатеринбург - Челябинск - Екатеринбург,409 км,""{Екатеринбург,Челябинск,Екатеринбург}"",409"
"Екатеринбург - Челябинск - Екатеринбург,412 км,""{Екатеринбург,Челябинск,Екатеринбург}"",412"
"Екатеринбург - Челябинск - Златоуст - Екатеринбург,611 км,""{Екатеринбург,Челябинск,Златоуст,Екатеринбург}"",611"
"Екатеринбург - Челябинск - Златоуст - Миасс - Екатеринбург,622 км,""{Екатеринбург,Челябинск,Златоуст,Миасс,Екатеринбург}"",622"
"Екатеринбург - Шаля - Екатеринбург,332 км,""{Екатеринбург,Шаля,Екатеринбург}"",332"
"Ижевск - Агрыз - Ижевск,89 км,""{Ижевск,Агрыз,Ижевск}"",89"
"Ижевск - Воткинск - Ижевск,108 км,""{Ижевск,Воткинск,Ижевск}"",108"
"Ижевск - Глазов - Ижевск,347 км,""{Ижевск,Глазов,Ижевск}"",347"
"Ижевск - Глазов - Красногорское - Ижевск,370 км,""{Ижевск,Глазов,Красногорское,Ижевск}"",370"
"Ижевск - Игра - Дебёсы - Балезино - Глазов - Красногорское - Ижевск,476 км,""{Ижевск,Игра,Дебёсы,Балезино,Глазов,Красногорское,Ижевск}"",476"
"Ижевск - Можга - Алнаши - Ижевск,237 км,""{Ижевск,Можга,Алнаши,Ижевск}"",237"
"Ижевск - Сарапул - Ижевск,134 км,""{Ижевск,Сарапул,Ижевск}"",134"
"Ижевск - Чебоксары - Ижевск,1057 км,""{Ижевск,Чебоксары,Ижевск}"",1057"
"Казань - Ижевск - Казань,729 км,""{Казань,Ижевск,Казань}"",729"
"Казань - Ижевск - Набережные Челны - Казань,789 км,""{Казань,Ижевск,Набережные Челны,Казань}"",789"
"Казань - Киров - Казань,826 км,""{Казань,Киров,Казань}"",826"
"Казань - Набережные Челны - Казань,480 км,""{Казань,Набережные Челны,Казань}"",480"
"Казань - Н.Новгород - Казань,789 км,""{Казань,Н.Новгород,Казань}"",789"
"Казань - Самара - Казань,717 км,""{Казань,Самара,Казань}"",717"
"Казань - Саранск - Казань,891 км,""{Казань,Саранск,Казань}"",891"
"Казань - Саратов - Казань,1338 км,""{Казань,Саратов,Казань}"",1338"
"Казань - Чебоксары - Казань,319 км,""{Казань,Чебоксары,Казань}"",319"
"Казань - Чебоксары - Н.Новгород - Казань,797 км,""{Казань,Чебоксары,Н.Новгород,Казань}"",797"
"Киров - Котельнич - Киров,242 км,""{Киров,Котельнич,Киров}"",242"
"Киров - Котельнич - Орлов - Киров,244 км,""{Киров,Котельнич,Орлов,Киров}"",244"
"Киров - Мураши - Киров,226 км,""{Киров,Мураши,Киров}"",226"
"Киров - Советск - Киров,275 км,""{Киров,Советск,Киров}"",275"
"Набережные Челны - Альметьевск - Набережные Челны,228 км,""{Набережные Челны,Альметьевск,Набережные Челны}"",228"
"Набережные Челны - Ижевск - Набережные Челны,406 км,""{Набережные Челны,Ижевск,Набережные Челны}"",406"
"Набережные Челны - Мамадыш - Балтаси - Набережные Челны,431 км,""{Набережные Челны,Мамадыш,Балтаси,Набережные Челны}"",431"
"Набережные Челны - Мамадыш - Кукмор - Набережные Челны,323 км,""{Набережные Челны,Мамадыш,Кукмор,Набережные Челны}"",323"
"Набережные Челны - Муслюмово - Заинск - Набережные Челны,271 км,""{Набережные Челны,Муслюмово,Заинск,Набережные Челны}"",271"
"Набережные Челны - Нижнекамск - Набережные Челны,99 км,""{Набережные Челны,Нижнекамск,Набережные Челны}"",99"
"Набережные Челны - Нижнекамск - Заинск - Набережные Челны,172 км,""{Набережные Челны,Нижнекамск,Заинск,Набережные Челны}"",172"
"Набережные Челны - Нижнекамск - Камские Поляны - Набережные Челны,189 км,""{Набережные Челны,Нижнекамск,Камские Поляны,Набережные Челны}"",189"
"Оренбург - Бузулук - Оренбург,503 км,""{Оренбург,Бузулук,Оренбург}"",503"
"Оренбург - Грачёвка - Бузулук - Курманаевка - Оренбург,601 км,""{Оренбург,Грачёвка,Бузулук,Курманаевка,Оренбург}"",601"
"Оренбург - Грачевка - Бузулук - Курманаевка - Тоцкое - Оренбург,602 км,""{Оренбург,Грачевка,Бузулук,Курманаевка,Тоцкое,Оренбург}"",602"
"Оренбург - имени 9 Января - Нижняя Павловка - Кардаилово - Илек - Оренбург,261 км,""{Оренбург,имени 9 Января,Нижняя Павловка,Кардаилово,Илек,Оренбург}"",261"
"Оренбург - имени 9 Января - Нижняя Павловка - Краснохолм - Кардаилово - Илек - Оренбург,264 км,""{Оренбург,имени 9 Января,Нижняя Павловка,Краснохолм,Кардаилово,Илек,Оренбург}"",264"
"Оренбург - Краснохолм - Илек - Оренбург,261 км,""{Оренбург,Краснохолм,Илек,Оренбург}"",261"
"Оренбург - Краснохолм - Илек - Ташла - Оренбург,381 км,""{Оренбург,Краснохолм,Илек,Ташла,Оренбург}"",381"
"Оренбург - Курманаевка - Бузулук - Грачёвка - Оренбург,594 км,""{Оренбург,Курманаевка,Бузулук,Грачёвка,Оренбург}"",594"
"Оренбург - Курманаевка - Бузулук - Колтубановский - Грачёвка - Оренбург,650 км,""{Оренбург,Курманаевка,Бузулук,Колтубановский,Грачёвка,Оренбург}"",650"
"Оренбург - Нижняя Павловка - Краснохолм - Илек - Оренбург,260 км,""{Оренбург,Нижняя Павловка,Краснохолм,Илек,Оренбург}"",260"
"Оренбург - Новосергиевка - Сорочинск - Бузулук - Грачевка - Оренбург,559 км,""{Оренбург,Новосергиевка,Сорочинск,Бузулук,Грачевка,Оренбург}"",559"
"Оренбург - Новосергиевка - Сорочинск - Курманаевка - Бузулук - Грачевка - Оренбург,612 км,""{Оренбург,Новосергиевка,Сорочинск,Курманаевка,Бузулук,Грачевка,Оренбург}"",612"
"Оренбург - Переволоцк - Новосергиевка - Сорочинск - Плешаново - Оренбург,478 км,""{Оренбург,Переволоцк,Новосергиевка,Сорочинск,Плешаново,Оренбург}"",478"
"Оренбург - Переволоцкий - Новосергиевка - Оренбург,240 км,""{Оренбург,Переволоцкий,Новосергиевка,Оренбург}"",240"
"Оренбург - Переволоцкий - Новосергиевка - Сорочинск - Оренбург,350 км,""{Оренбург,Переволоцкий,Новосергиевка,Сорочинск,Оренбург}"",350"
"Оренбург - Пос. Каргала - Переволоцкий - Новосергиевка - Оренбург,250 км,""{Оренбург,Пос.Каргала,Переволоцкий,Новосергиевка,Оренбург}"",250"
"Оренбург - пос.Ленина - Сакмара - Октябрьское - Оренбург,174 км,""{Оренбург,пос.Ленина,Сакмара,Октябрьское,Оренбург}"",174"
"Оренбург - Пригородный- Нежинка- Саракташ - Оренбург,194 км,""{Оренбург,Пригородный,Нежинка,Саракташ,Оренбург}"",194"
"Оренбург - Сакмара - Октябрьское - Оренбург,170 км,""{Оренбург,Сакмара,Октябрьское,Оренбург}"",170"
"Оренбург - Самара - Оренбург,830 км,""{Оренбург,Самара,Оренбург}"",830"
"Оренбург - Самородово - Беляевка - Оренбург,223 км,""{Оренбург,Самородово,Беляевка,Оренбург}"",223"
"Оренбург - Саракташ - Оренбург,191 км,""{Оренбург,Саракташ,Оренбург}"",191"
"Оренбург - Соль-Илецк - Оренбург,146 км,""{Оренбург,Соль-Илецк,Оренбург}"",146"
"Оренбург - Соль-Илецк - Акбулак - Оренбург,246 км,""{Оренбург,Соль-Илецк,Акбулак,Оренбург}"",246"
"Оренбург - Сорочинск - Новосергиевка - Оренбург,343 км,""{Оренбург,Сорочинск,Новосергиевка,Оренбург}"",343"
"Оренбург - Сорочинск - Новосергиевка - Переволоцкий - Оренбург,350 км,""{Оренбург,Сорочинск,Новосергиевка,Переволоцкий,Оренбург}"",350"
"Оренбург - Сорочинск- Бузулук - Оренбург,510 км,""{Оренбург,Сорочинск,Бузулук,Оренбург}"",510"
"Оренбург - Черноречье - имени 9 Января - Первомайский - Соль-Илецк - Акбулак - Оренбург,320 км,""{Оренбург,Черноречье,имени 9 Января,Первомайский,Соль-Илецк,Акбулак,Оренбург}"",320"
"Пенза - Городище - Пенза,103 км,""{Пенза,Городище,Пенза}"",103"
"Пенза - Кузнецк - Пенза,246 км,""{Пенза,Кузнецк,Пенза}"",246"
"Пенза - Саранск - Пенза,297 км,""{Пенза,Саранск,Пенза}"",297"
"Пермь - Березники - Соликамск - Пермь,418 км,""{Пермь,Березники,Соликамск,Пермь}"",418"
"Пермь - Кудымкар - Карагай - Краснокамск - Пермь,394 км,""{Пермь,Кудымкар,Карагай,Краснокамск,Пермь}"",394"
"Пермь - Кунгур - Пермь,182 км,""{Пермь,Кунгур,Пермь}"",182"
"Самара - Жигулёвск - Самара,178 км,""{Самара,Жигулёвск,Самара}"",178"
"Самара - Тольятти - Самара,177 км,""{Самара,Тольятти,Самара}"",177"
"Самара - Уфа - Самара,928 км,""{Самара,Уфа,Самара}"",928"
"Тюмень - Богандинский - Заводоуковск - Тюмень,205 км,""{Тюмень,Богандинский,Заводоуковск,Тюмень}"",205"
"Тюмень - Боровский - Винзили - Богандинский - Ялуторовск - Тюмень,176 км,""{Тюмень,Боровский,Винзили,Богандинский,Ялуторовск,Тюмень}"",176"
"Тюмень - Боровский - Винзили - Ялуторовск - Тюмень,173 км,""{Тюмень,Боровский,Винзили,Ялуторовск,Тюмень}"",173"
"Тюмень - Велижаны - Нижняя Тавда - Тюмень,176 км,""{Тюмень,Велижаны,Нижняя Тавда,Тюмень}"",176"
"Тюмень - Велижаны - Нижняя Тавда - Боровский - Тюмень,216 км,""{Тюмень,Велижаны,Нижняя Тавда,Боровский,Тюмень}"",216"
"Тюмень - Винзили - Богандинский - Ялуторовск - Тюмень,166 км,""{Тюмень,Винзили,Богандинский,Ялуторовск,Тюмень}"",166"
"Тюмень - Заводоуковск - Тюмень,202 км,""{Тюмень,Заводоуковск,Тюмень}"",202"
"Тюмень - Нижняя Тавда - Тюмень,172 км,""{Тюмень,Нижняя Тавда,Тюмень}"",172"
"Тюмень - Сургут - Тюмень,1574 км,""{Тюмень,Сургут,Тюмень}"",1574"
"Тюмень - Талица - Тугулым - Тюмень,247 км,""{Тюмень,Талица,Тугулым,Тюмень}"",247"
"Тюмень - Тобольск - Тюмень,490 км,""{Тюмень,Тобольск,Тюмень}"",490"
"Тюмень - Тюнево - Велижаны - Нижняя Тавда - Тюмень,177 км,""{Тюмень,Тюнево,Велижаны,Нижняя Тавда,Тюмень}"",177"
"Тюмень - Ялуторовск - Тюмень,165 км,""{Тюмень,Ялуторовск,Тюмень}"",165"
"Тюмень - Ялуторовск - Заводоуковск - Тюмень,214 км,""{Тюмень,Ялуторовск,Заводоуковск,Тюмень}"",214"
"Уфа - Авдон - Алкино - Чишмы - Уфа,131 км,""{Уфа,Авдон,Алкино,Чишмы,Уфа}"",131"
"Уфа - Авдон - Алкино - Чишмы - Давлеканово - Раевка - Уфа,480 км,""{Уфа,Авдон,Алкино,Чишмы,Давлеканово,Раевка,Уфа}"",480"
"Уфа - Авдон - Алкино - Чишмы - Давлеканово - Раевка - Уфа,480 км,""{Уфа,Авдон,Алкино,Чишмы,Давлеканово,Раевка,Уфа}"",480"
"Уфа - Авдон - Алкино - Чишмы - Раевка - Уфа,460 км,""{Уфа,Авдон,Алкино,Чишмы,Раевка,Уфа}"",460"
"Уфа - Аэропорт Уфа - Ишимбай - Салават - Мелеуз - Уфа,443 км,""{Уфа,Аэропорт Уфа,Ишимбай,Салават,Мелеуз,Уфа}"",443"
"Уфа - Благовещенск - Уфа,96 км,""{Уфа,Благовещенск,Уфа}"",96"
"Уфа - Благовещенск - Авдон - Алкино - Чишмы - Уфа,227 км,""{Уфа,Благовещенск,Авдон,Алкино,Чишмы,Уфа}"",227"
"Уфа - Благовещенск - Бирск - Иглино - Шакша - Бурцево - Уфа,276 км,""{Уфа,Благовещенск,Бирск,Иглино,Шакша,Бурцево,Уфа}"",276"
"Уфа - Благовещенск - Михайловка - Уфа,133 км,""{Уфа,Благовещенск,Михайловка,Уфа}"",133"
"Уфа - Булгаково - Кармаскалы - Уфа,109 км,""{Уфа,Булгаково,Кармаскалы,Уфа}"",109"
"Уфа - Булгаково - Толбазы - Ишимбай - Салават - Мелеуз - Уфа,444 км,""{Уфа,Булгаково,Толбазы,Ишимбай,Салават,Мелеуз,Уфа}"",444"
"Уфа - Булгаково - Толбазы - Стерлитамак - Уфа,258 км,""{Уфа,Булгаково,Толбазы,Стерлитамак,Уфа}"",258"
"Уфа - Верхнеяркеево - Кушнаренково - Уфа,310 км,""{Уфа,Верхнеяркеево,Кушнаренково,Уфа}"",310"
"Уфа - Дюртюли - Уфа,255 км,""{Уфа,Дюртюли,Уфа}"",255"
"Уфа - Иглино - Уфа,76 км,""{Уфа,Иглино,Уфа}"",76"
"Уфа - Иглино - Бурцево - Уфа,94 км,""{Уфа,Иглино,Бурцево,Уфа}"",94"
"Уфа - Иглино - Бурцево - Нагаево - Уфа,102 км,""{Уфа,Иглино,Бурцево,Нагаево,Уфа}"",102"
"Уфа - Иглино - Нагаево - Уфа,104 км,""{Уфа,Иглино,Нагаево,Уфа}"",104"
"Уфа - Иглино - Шакша - Уфа,87 км,""{Уфа,Иглино,Шакша,Уфа}"",87"
"Уфа - Искитин - Уфа,65 км,""{Уфа,Искитин,Уфа}"",65"
"Уфа - Ишимбай - Салават - Зирган - Мелеуз - Уфа,441 км,""{Уфа,Ишимбай,Салават,Зирган,Мелеуз,Уфа}"",441"
"Уфа - Ишимбай - Салават - Мелеуз - Уфа,441 км,""{Уфа,Ишимбай,Салават,Мелеуз,Уфа}"",441"
"Уфа - Кандры - Белебей - Октябрьский - Туймазы - Уфа,490 км,""{Уфа,Кандры,Белебей,Октябрьский,Туймазы,Уфа}"",490"
"Уфа - Кандры - Серафимовский - Туймазы - Уфа,370 км,""{Уфа,Кандры,Серафимовский,Туймазы,Уфа}"",370"
"Уфа - Кандры -Туймазы - Октябрьский - Уфа,384 км,""{Уфа,Кандры,Туймазы,Октябрьский,Уфа}"",384"
"Уфа - Кармаскалы - Уфа,107 км,""{Уфа,Кармаскалы,Уфа}"",107"
"Уфа - Кармаскалы - Ишимбай - Салават - Мелеуз - Уфа,466 км,""{Уфа,Кармаскалы,Ишимбай,Салават,Мелеуз,Уфа}"",466"
"Уфа - Кармаскалы - Нагаево - Уфа,126 км,""{Уфа,Кармаскалы,Нагаево,Уфа}"",126"
"Уфа - Кармаскалы - Стерлитамак - Уфа,281 км,""{Уфа,Кармаскалы,Стерлитамак,Уфа}"",281"
"Уфа - Кармаскалы - Чишмы - Уфа,188 км,""{Уфа,Кармаскалы,Чишмы,Уфа}"",188"
"Уфа - Кушнаренково - Дюртюли - Агидель - Нефтекамск - Уфа,477 км,""{Уфа,Кушнаренково,Дюртюли,Агидель,Нефтекамск,Уфа}"",477"
"Уфа - Кушнаренково - Дюртюли - Агидель - Нефтекамск - Верхние Татышлы - Уфа,606 км,""{Уфа,Кушнаренково,Дюртюли,Агидель,Нефтекамск,Верхние Татышлы,Уфа}"",606"
"Уфа - Кушнаренково - Дюртюли - Нефтекамск - Уфа,428 км,""{Уфа,Кушнаренково,Дюртюли,Нефтекамск,Уфа}"",428"
"Уфа - Миловка - Михайловка - Кушнаренково - Дюртюли - Уфа,269 км,""{Уфа,Миловка,Михайловка,Кушнаренково,Дюртюли,Уфа}"",269"
"Уфа - Нефтекамск - Агидель - Уфа,473 км,""{Уфа,Нефтекамск,Агидель,Уфа}"",473"
"Уфа - Новая Отрадовка - Наумовка - Ишимбай - Салават - Мелеуз - Уфа,454 км,""{Уфа,Новая Отрадовка,Наумовка,Ишимбай,Салават,Мелеуз,Уфа}"",454"
"Уфа - Салават - Уфа,328 км,""{Уфа,Салават,Уфа}"",328"
"Уфа - Стерлитамак - Уфа,255 км,""{Уфа,Стерлитамак,Уфа}"",255"
"Уфа - Стерлитамак - Рощинский - Кармаскалы - Уфа,283 км,""{Уфа,Стерлитамак,Рощинский,Кармаскалы,Уфа}"",283"
"Уфа - Стерлитамак - Толбазы - Уфа,259 км,""{Уфа,Стерлитамак,Толбазы,Уфа}"",259"
"Уфа - Толбазы - Ишимбай - Салават - Мелеуз - Уфа,441 км,""{Уфа,Толбазы,Ишимбай,Салават,Мелеуз,Уфа}"",441"
"Уфа - Толбазы - Ишимбай - Салават - Мелеуз - Исянгулово - Уфа,701 км,""{Уфа,Толбазы,Ишимбай,Салават,Мелеуз,Исянгулово,Уфа}"",701"
"Уфа - Толбазы - Ишимбай - Салават - Мелеуз - Новая Отрадовка - Уфа,450 км,""{Уфа,Толбазы,Ишимбай,Салават,Мелеуз,Новая Отрадовка,Уфа}"",450"
"Уфа - Толбазы - Наумовка - Ишимбай - Салават - Мелеуз - Уфа,445 км,""{Уфа,Толбазы,Наумовка,Ишимбай,Салават,Мелеуз,Уфа}"",445"
"Уфа - Толбазы - Стерлитамак - Кармаскалы - Уфа,280 км,""{Уфа,Толбазы,Стерлитамак,Кармаскалы,Уфа}"",280"
"Уфа - Туймазы - Уфа,347 км,""{Уфа,Туймазы,Уфа}"",347"
"Уфа - Туймазы - Белебей - Уфа,440 км,""{Уфа,Туймазы,Белебей,Уфа}"",440"
"Уфа - Чишмы - Уфа,114 км,""{Уфа,Чишмы,Уфа}"",114"
"Уфа - Шакша - Иглино - Бурцево - Нагаево - Уфа,111 км,""{Уфа,Шакша,Иглино,Бурцево,Нагаево,Уфа}"",111"
"Уфа - Шаран - Туймазы - Серафимовский - Уфа,402 км,""{Уфа,Шаран,Туймазы,Серафимовский,Уфа}"",402"
"Чебоксары - Йошкар-Ола - Чебоксары,186 км,""{Чебоксары,Йошкар-Ола,Чебоксары}"",186"
"Чебоксары - Канаш - Чебоксары,164 км,""{Чебоксары,Канаш,Чебоксары}"",164"
"Челябинск - Курган - Челябинск,535 км,""{Челябинск,Курган,Челябинск}"",535"
"Челябинск - Магнитогорск - Челябинск,619 км,""{Челябинск,Магнитогорск,Челябинск}"",619"
"Челябинск - Миасс - Златоуст - Челябинск,290 км,""{Челябинск,Миасс,Златоуст,Челябинск}"",290"
"Челябинск - Чебаркуль - Челябинск,165 км,""{Челябинск,Чебаркуль,Челябинск}"",165"
"Челябинск - Чебаркуль - Миасс - Челябинск,213 км,""{Челябинск,Чебаркуль,Миасс,Челябинск}"",213"
"Барнаул - Бийск - Барнаул,319 км,""{Барнаул,Бийск,Барнаул}"",319"
"Барнаул - Бийск - Заринск - Барнаул,442 км,""{Барнаул,Бийск,Заринск,Барнаул}"",442"
"Барнаул - Заринск - Барнаул,228 км,""{Барнаул,Заринск,Барнаул}"",228"
"Барнаул - Новоалтайск - Барнаул,33 км,""{Барнаул,Новоалтайск,Барнаул}"",33"
"Владивосток - Уссурийск - Владивосток,196 км,""{Владивосток,Уссурийск,Владивосток}"",196"
"Иркутск - Ангарск - Иркутск,94 км,""{Иркутск,Ангарск,Иркутск}"",94"
"Иркутск - Ангарск - Усолье-Сибирское - Иркутск,156 км,""{Иркутск,Ангарск,Усолье-Сибирское,Иркутск}"",156"
"Иркутск - Ангарск - Черемхово - Иркутск,290 км,""{Иркутск,Ангарск,Черемхово,Иркутск}"",290"
"Иркутск - Зима - Саянск - Иркутск,580 км,""{Иркутск,Зима,Саянск,Иркутск}"",580"
"Иркутск - Усолье-Сибирское - Черемхово - Иркутск,292 км,""{Иркутск,Усолье-Сибирское,Черемхово,Иркутск}"",292"
"Иркутск - Хомутово - Урик - Иркутск,66 км,""{Иркутск,Хомутово,Урик,Иркутск}"",66"
"Иркутск - Шелехов - Иркутск,38 км,""{Иркутск,Шелехов,Иркутск}"",38"
"Кемерово - Анжеро-Судженск - Кемерово,197 км,""{Кемерово,Анжеро-Судженск,Кемерово}"",197"
"Кемерово - Белово - Кемерово,244 км,""{Кемерово,Белово,Кемерово}"",244"
"Кемерово - Белово - Ленинск-Кузнецкий - Кемерово,295 км,""{Кемерово,Белово,Ленинск-Кузнецкий,Кемерово}"",295"
